Hugo_Symbol	Entrez_Gene_Id	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
MATR3	9782	6840.48	7461.07	6982.3	9313.3	4646.14	6746.26	7248.08	5777.37	6795.95	7457.65	8042.48	6537.53	3594.95	6493.12	6492.95	6609.81	6805.23	7157.71	5433.78
MAVS	57506	3538.26	2634.3	2870.14	1804.51	2196.9	1333.7	2395.78	1684.14	2401.59	1955.88	2414.47	2108.45	1324.7	3712.12	1338.6	2925.51	2784.66	1700.12	1341.08
MAX	4149	2067.49	1342.08	1390.46	1132.57	2125.58	1373.7	1361.6	2730.52	978.292	1344.12	1085.23	1577.26	1428.95	1058.21	2073.91	1194.33	1610.82	1093.79	1558.64
MAZ	4150	2889.09	2924.15	3609.05	2383.53	3243.93	2822.71	6194.63	2282.08	5231.15	2634.53	2411.34	2582.06	5340.31	4146.19	2362.26	2205.71	2395.51	1777.86	2690.42
MB	4151	21.3904	25.3718	45.053	20.5778	84.4961	12.6027	10.5485	19.0167	85.3835	24.7059	0.6387	27.9883	126.162	25.1196	58.0956	12.6631	26.7857	2.3895	9.648
MBD1	4152	1301.86	1107.61	1179.33	863.079	1060.47	784.11	930.802	1252.32	1170.04	1032.94	1052.02	1204.08	630.81	1307.42	1110.35	1291.97	1567.75	1724.01	1124
MBD2	8932	1020.84	1007	926.678	1030.47	3064.34	1362.74	2198.73	3001.86	801.737	1127.65	1439.74	1273.47	1686.59	1938.2	1943.97	1274.98	1657.04	1905.02	1947.94
MBD3	53615	1118.94	1509.19	1536.22	1515.24	1744.19	1552.33	2284.39	1750.93	1826.34	1361.18	1725.9	1384.84	5408.37	2265.95	2033	1514.91	1996.32	1766.43	2302.02
MBD3L1	85509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L2	125997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L5	284428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD4	8930	638.023	570.429	681.979	521.171	606.977	599.452	477.215	670.223	616.498	650	577.428	783.673	711.819	659.888	647.302	592.167	660.714	645.161	714.437
MBD5	55777	736.124	776.903	571.555	987.732	137.984	420.274	254.43	186.92	615.051	554.706	382.61	625.656	67.7291	290.67	278.102	442.876	330.357	330.944	225.764
MBD6	114785	1003.87	1053.37	805.654	916.502	1914.73	1181.37	2050.21	1420.22	895.803	1317.65	1971.82	1515.45	956.839	1486.44	1968.03	1800.83	1525.74	1477.3	1186.23
MBIP	51562	418.956	396.325	423.145	315.394	215.504	345.205	187.342	319.11	352.388	433.529	289.353	397.668	79.6813	410.287	272.259	271.59	330.357	317.802	405.218
MBL1P	8512	5.9008	1.7498	1.7668	0.7915	3.876	2.1918	1.2658	2.7829	6.5123	8.2353	12.1362	15.7434	25.8964	6.3796	11.6879	12.9964	16.8067	1.7921	13.0249
MBL2	4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC1	255374	23.6032	42.8696	58.3039	48.2786	34.1085	27.3973	43.8819	78.3859	42.6918	44.7059	25.5499	25.656	106.242	46.252	33.3448	21.6606	34.6639	19.1159	54.9938
MBLAC2	153364	263.323	174.978	265.018	130.59	204.651	149.041	50.211	70.9647	250.362	270	88.786	177.26	37.1846	161.882	63.9395	224.604	167.017	30.4659	114.329
MBNL1	4154	10313.2	13236	13185.9	11360.2	3487.05	4330.15	1649.36	3062.72	10113.8	7577.91	2714.51	7033.81	2524.62	3251.72	2429.24	3706.23	1913.41	2424.38	3928
MBNL2	10150	3052.19	3209.97	3018.55	4176.89	1040.31	1975.89	867.933	1142.39	2994.21	2635.29	1743.78	1817.49	550.465	1467.3	1634.93	1800.83	1227.42	1783.75	1514.26
MBNL3	55796	528.859	521.435	176.678	623.269	86.0465	144.657	25.7384	49.6289	396.527	209.412	125.833	51.312	9.9602	49.4418	50.5328	282.254	61.9748	86.6189	19.2961
MBOAT1	154141	352.572	470.691	252.65	185.596	375.194	323.836	188.608	236.085	333.575	346.471	449.679	511.37	197.875	781.499	521.829	318.91	421.744	291.517	294.265
MBOAT2	129642	326.756	224.847	295.936	268.302	2357.36	290.411	402.532	2077.92	341.534	224.118	258.054	254.227	289.509	607.655	205.225	361.565	422.794	221.625	154.369
MBOAT4	619373	2.9504	0	2.6502	1.5829	1.5504	0	3.3755	0	0.7236	0.5882	1.2775	2.3324	5.9761	5.5821	0	2.3327	2.6261	2.9869	7.236
MBOAT7	79143	899.133	781.277	778.269	880.095	1464.34	2541.37	3404.22	1014.38	978.292	1060	2078.49	1579.59	3144.75	3558.21	2226.54	2798.55	3959.56	3758.06	2644.05
MBP	4155	428.545	458.443	357.774	299.169	809.302	859.178	963.291	763.451	578.871	1075.29	1013.69	731.778	882.47	894.338	767.274	1518.91	1943.28	1103.35	1075.27
MBTD1	54799	400.516	262.467	307.421	284.131	408.527	553.425	284.388	359.462	255.427	342.941	552.517	397.668	233.068	768.341	511.516	781.114	679.622	262.844	283.652
MBTPS1	8720	2537.34	2661.42	2704.95	2881.28	1741.86	2911.78	2844.3	2079.31	2625.9	2749.41	3936.6	2539.94	1417.66	3568.98	3094.53	3562	3374.47	2498.81	2481.48
MBTPS2	51360	542.231	507.55	453.216	705.976	204.326	631.781	250.291	282.931	662.084	630.588	486.841	395.504	235.724	300.742	341.011	473.917	313.025	206.093	309.702
MC1R	4157	41.3056	56.273	48.9134	66.8777	65.1163	129.315	144.202	116.883	81.9682	71.4235	209.957	122.449	505.976	151.116	240.423	144.149	114.695	255.675	129.39
MC2R	4158	0	0	0	0	0	0	0.4219	0	0	0	0	0	0	0	0	0	1.0504	4.1816	3.3768
MC3R	4159	0	0	0	0	0	0	0	0	0	0	0	0	0.664	0	0	0	0	0	0
MC4R	4160	0	0	0	0	1.5504	0	0.8439	0	1.4472	1.1765	5.11	0	0	1.9936	0	11.6634	0.5252	0	0.4824
MC5R	4161	0	0.8749	0	0	1.5504	0	0	5.5659	0	0	0	0	0	0	0	0	0	0	0.4824
MCAM	4162	18026.9	13763.8	26778.3	11722.2	2792.25	4838.36	1038.82	3105.29	17769.2	15261.8	2262.45	12339.9	2419.65	1062.6	1749.05	4705.01	986.87	2145.76	4540.85
MCART1	92014	129.08	158.355	132.509	131.381	218.605	198.356	120.253	204.082	188.857	115.294	103.477	122.449	80.3453	200.16	131.66	144.959	139.181	100.358	89.7268
MCART2	147407	3.688	3.4996	17.6678	4.7487	3.876	3.8356	0.8439	1.8553	10.1302	5.2941	1.2775	5.2478	1.992	6.7783	1.7188	1.333	2.1008	7.1685	7.236
MCART3P	442229	0.7376	1.7498	0.8834	0.3957	0	0.5479	0.8439	0.4638	1.4472	0	1.2775	0.5831	0	0.3987	0.6875	0.6665	2.1008	0	0.9648
MCART6	401612	7.376	6.1242	8.8339	3.5615	5.4264	36.1644	10.5485	12.987	22.4313	11.1765	10.22	20.9913	19.2563	19.1388	5.1564	12.9964	4.7269	3.5842	16.8841
MCAT	27349	219.067	144.357	227.915	155.916	347.287	302.466	331.224	352.969	190.304	201.765	173.101	189.504	737.052	270.335	277.071	188.614	345.588	213.859	320.315
MCC	4163	977.319	699.913	806.537	962.802	2122.48	1557.81	1784.39	1219.39	1141.82	1344.71	2728.09	1110.2	252.988	1073.37	1941.56	3259.75	2164.92	1256.87	1130.27
MCCC1	56922	488.291	329.834	465.548	335.18	744.961	716.164	1553.16	822.356	385.673	570.588	983.672	716.618	814.077	1267.15	1322.79	1955.78	2002.1	1164.28	700.448
MCCC2	64087	736.861	731.409	713.781	708.745	2387.6	1470.14	1602.53	1385.44	654.848	979.412	1147.83	1026.82	762.948	2015.95	1720.87	2591.61	3393.38	1734.77	1027.52
MCCD1	401250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCEE	84693	110.64	87.4891	157.244	132.964	169.767	111.233	113.08	140.538	135.311	132.941	93.2572	113.703	98.2736	114.832	167.411	175.951	169.118	77.6583	122.048
MCF2	4168	0	0	1.7668	1.5829	0	1.0959	0.4219	0.4638	4.3415	0.5882	0.6387	2.3324	1.992	1.1962	3.0938	1.333	3.6765	1.1947	1.9296
MCF2L2	23101	1.4752	4.3745	4.417	3.1658	17.0543	20.8219	28.692	62.8618	2.1708	4.7059	62.2204	6.414	13.9442	27.9107	16.5005	28.4653	8.9286	61.5532	20.7433
MCF2L	23263	368.8	188.976	150.177	292.442	244.961	808.405	901.688	1318.08	200.434	450.776	1060.96	627.522	1005.31	1138.04	583.362	836.165	1296.05	1049.17	970.593
MCFD2	90411	3378.2	3018.37	2472.61	2694.5	1554.31	2176.64	1370.04	2591.44	2018.09	2796.47	1826.18	1841.4	1295.84	1627.24	1646.61	1984.44	1498.08	1753.88	1852.95
MCHR1	2847	21.3904	13.7008	90.106	25.0851	5.1783	3.1123	2.3122	0.4917	55.7164	52.0118	4.1902	32.9621	10.2988	1.7982	5.4486	10.9969	1.5756	5.3763	28.9055
MCHR2	84539	0	0.8749	0	0.7915	0	0	0.8439	0	0	1.7647	1.2775	0	0	1.5949	0.6875	0	0	0	0.4824
MCL1	4170	10895.1	19505.7	6060.07	29462.2	11317.8	17239.5	34354	28920.2	5648.34	10664.1	44554.6	15074.1	17956.8	16800.2	16678.9	17969.6	8785.19	37202.5	16932.8
MCM10	55388	0	6.9991	0	7.5188	115.504	363.836	30.3797	127.087	145.441	15.8824	38.3249	19.8251	334.661	122.408	13.0629	19.6611	0.5252	5.9737	37.6274
MCM2	4171	171.861	181.102	247.35	177.285	537.985	1112.88	691.561	573.748	1175.11	529.412	313.625	352.187	2044.49	765.55	310.416	417.549	425.945	72.282	487.226
MCM3	4172	1455.28	1335.96	1756.18	1355.76	1841.09	2706.3	2070.04	1405.84	2892.19	2140	1585.37	1597.08	2379.15	2299.84	1706.77	2097.08	3050.95	1227	1738.09
MCM3AP	8888	1665.31	2080.38	1690.71	1873.42	1149.54	1566.36	1602.1	1579.7	1788.56	1955.6	2365.13	1792.89	1681.79	2142.53	1813.96	2016.25	1696.19	1762.19	1453.89
MCM3APAS	114044	14.1988	9.7375	18.6572	10.6292	17.8992	18.3014	2.962	7.9592	21.136	19.6941	16.7607	12.9446	2.8021	12.177	11.0691	18.1749	13.3718	14.3967	6.3436
MCM4	4173	274.387	257.218	312.721	336.367	1314.73	1654.79	1011.81	1308.44	1274.96	530.588	780.55	505.539	1220.45	1396.33	1124.1	908.412	838.235	797.491	823.943
MCM5	4174	457.312	349.956	429.329	381.48	1162.02	1518.9	1383.97	1096.94	1068.02	940.588	643.858	674.053	5003.32	1252.39	660.364	693.805	682.773	397.849	1244.11
MCM6	4175	606.307	564.304	766.784	712.307	706.977	1206.58	488.608	764.379	1397.25	947.059	432.432	735.86	1610.23	772.328	434.17	505.525	341.912	230.585	922.353
MCM7	4176	1881.4	1224.85	1650.49	1261.57	1509.18	2983.51	2176.76	1628.37	3409.46	1700.47	1267.44	1716.29	7473.43	1821.72	1303.32	1325.93	1895.92	629.63	1819.08
MCM8	84515	134.243	138.233	199.647	208.152	129.457	253.699	112.236	196.661	360.347	156.471	146.912	134.694	67.0651	264.354	133.035	162.954	106.092	92.5926	90.2092
MCM9	254394	16.9648	18.3727	19.4346	27.3051	41.0853	39.4521	15.1899	39.4249	26.0492	41.1765	53.0161	33.8192	15.9363	33.4928	41.595	53.3184	46.2185	99.1637	38.5922
MCOLN1	57192	539.923	443.57	372.791	394.539	350.388	449.863	554.43	354.36	416.064	400.588	383.249	489.796	725.1	726.077	437.951	352.901	425.945	343.489	770.396
MCOLN2	255231	0.7376	6.9991	2.6502	1.5829	20.155	31.7808	15.6118	40.3525	2.1708	21.7647	18.5237	48.9796	221.78	47.8469	23.7195	18.3282	19.4328	62.1266	142.309
MCOLN3	55283	8.1136	4.3745	4.417	4.7487	13.1783	47.6712	58.6498	2.3191	1.4472	5.8824	98.3672	7.5802	13.9442	53.8278	4.4689	96.9728	21.5336	106.332	16.8841
MCPH1	79648	444.448	452.791	506.034	450.692	285.248	385.545	429.375	387.282	376.881	440.588	412.523	471.761	286.826	326.85	458.659	496.714	453.188	340.424	370.398
MCRS1	10445	815.047	888.889	966.431	631.975	1200.78	956.164	770.042	1097.87	905.21	871.177	764.581	839.067	1950.86	1059.01	1257.13	879.42	1019.43	572.282	1098.43
MCTP1	79772	130.555	103.237	44.1696	399.683	34.8837	265.753	18.5654	64.9351	83.9363	214.706	77.9273	99.1254	49.1368	213.317	33.3448	50.9857	32.563	96.7742	129.284
MCTP2	55784	36.88	28.8714	18.5512	43.9256	444.186	403.288	495.781	262.059	35.4559	183.529	633.638	212.245	174.635	395.534	754.211	722.13	818.803	468.937	373.861
MCTS1	28985	470.588	451.444	442.579	477.642	886.822	701.918	1128.27	890.538	534.009	568.235	616.392	589.504	1152.72	633.573	779.993	581.837	754.727	618.877	689.352
MDC1	9656	892.495	942.257	858.657	963.989	395.349	851.507	729.958	490.724	913.893	1085.29	1057.13	783.673	614.21	697.368	492.953	787.112	550.945	688.172	617.957
MDFI	4188	21.3904	31.4961	31.8021	79.9367	759.69	388.493	1353.59	1359.93	28.22	155.882	1037.33	187.172	455.511	212.52	740.117	509.857	544.643	1319.59	449.599
MDFIC	29969	1076.89	795.276	786.219	846.458	496.899	1000	769.198	884.044	1089	1288.82	830.372	886.88	519.92	1660.69	532.829	963.063	1048.32	791.517	787.762
MDGA1	266727	191.038	259.842	116.608	325.683	872.093	299.178	21.097	47.7737	324.168	285.294	116.252	119.534	77.0252	161.084	37.4699	172.618	57.2479	189.367	250.367
MDGA2	161357	0.7376	0	0.8834	0.3957	0	1.6438	1.6878	0	0	0.5882	1.9162	2.3324	0	5.9809	0.3438	1.6662	0	0.5974	0
MDH1	4190	3755.12	3864.39	4386.04	3936.68	4432.56	2511.23	3095.36	2855.75	5701.88	3258.24	1723.34	2697.96	2491.37	3630.78	2460.3	2445.31	2476.37	1676.82	2289
MDH1B	130752	30.2416	6.9991	10.6007	16.6205	8.5271	5.4795	3.7975	2.3191	12.301	4.7059	4.4712	14.5773	5.3121	4.386	4.8127	6.998	8.9286	2.9869	6.7536
MDH2	4191	3575.88	3348.21	3718.2	3597.15	5089.92	3245.48	5767.93	5421.15	3539.8	3354.12	2518.58	2990.67	7792.83	2855.26	4405.29	3091.8	4014.18	2977.3	3535.52
MDK	4192	278.075	417.323	435.512	751.088	1675.97	3869.59	6905.91	917.44	798.119	1306.47	2216.46	2432.07	6172.64	6576.56	6117.57	947.067	2078.26	1501.79	3618.01
MDM1	56890	1045.92	615.048	746.466	894.341	188.372	204.384	75.1055	99.2579	487.699	518.823	111.781	530.029	62.417	191.786	148.161	233.934	163.34	33.4528	173.182
MDM2	4193	1203.76	1257.22	989.399	806.886	2598.45	2236.16	2922.36	2330.24	1259.04	1194.71	4003.03	1903.79	1291.5	2057.82	6113.44	3753.61	1834.56	4374.55	1554.78
MDM4	4194	662.364	768.154	651.943	735.655	678.295	485.479	459.916	576.067	519.537	665.294	1047.55	803.499	517.928	533.493	769.68	1043.04	879.727	1112.31	744.829
MDN1	23195	1031.16	1401.57	1069.79	1412.74	485.271	705.206	358.65	818.646	772.793	862.353	976.646	844.898	84.9934	492.823	834.307	1377.95	849.265	682.198	389.298
MDP1	145553	159.993	153.753	144.912	143.569	142.512	157.863	356.992	149.685	147.33	180.282	190.871	186.834	419.137	151.256	214.187	182.362	267.542	129.331	215.171
MDS2	259283	0	0.8749	0	0	3.1008	0.5479	4.6414	2.3191	0	1.7647	3.8325	4.6647	5.3121	4.7847	5.8439	0.9997	1.0504	1.1947	3.3768
ME1	4199	1950.21	1540.68	1875.44	2167	3559.69	514.52	242.194	1429.96	1141.1	1103.53	247.834	1203.5	156.707	159.49	113.097	436.211	151.786	195.938	504.592
ME2	4200	1137.38	1288.71	1257.95	1326.47	571.318	753.425	477.637	385.436	1102.03	895.882	566.569	904.373	215.139	688.995	674.459	729.795	568.803	551.374	569.717
ME3	10873	327.494	316.71	482.332	388.603	66.6667	203.836	406.751	87.1985	348.046	409.412	475.229	451.895	500.664	243.62	484.359	421.882	499.475	596.177	337.681
MEA1	4201	1122.63	954.506	1257.07	1014.21	1453.49	1040	1831.65	1132.65	1238.78	1382.32	1108.21	1345.19	1502.56	1301.36	1361.29	1008.05	1397.04	761.039	1133.58
MEAF6	64769	1701.64	1323.71	1781.8	1252.87	1212.4	1240.55	1285.23	1233.3	1568.02	1672.35	1287.72	1523.03	562.417	1689.39	1085.6	1178.67	1358.72	1445.04	1289.46
MECOM	2122	503.043	241.47	227.032	242.58	1427.13	1898.63	2164.56	832.096	454.414	1242.94	3018.72	1161.52	968.792	3464.91	3209.69	3861.58	2933.82	3544.8	1611.7
MECP2	4204	2622.16	2374.45	2590.11	2429.36	973.643	1169.32	999.578	982.839	2230.82	2368.82	1494.03	2069.97	1031.21	1035.89	883.121	1640.21	1559.87	1418.16	1235.91
MECR	51102	267.011	308.836	362.191	229.521	364.341	254.794	494.093	327.922	292.33	342.353	226.117	288.63	571.713	267.544	375.731	289.585	457.458	232.377	342.988
MED10	84246	652.038	524.934	721.731	556.787	408.527	391.233	426.16	360.39	431.259	379.412	276.578	470.554	752.324	255.183	275.009	291.252	476.365	374.552	555.727
MED11	400569	217.592	204.724	230.565	156.708	361.24	277.808	389.452	274.583	263.386	232.941	238.253	295.044	307.437	199.761	389.825	266.925	368.172	168.459	280.276
MED12	9968	1279.73	1144.36	1143.99	1072.42	1032.56	1237.81	561.603	763.451	1235.89	1397.06	1121.64	1142.86	413.679	1056.62	905.122	1386.94	1071.95	1040.62	679.222
MED12L	116931	8.1136	9.6238	1.7668	7.5188	2.3256	7.6712	11.8143	3.7106	13.0246	2.9412	56.2098	5.8309	1.328	21.1324	4.8127	38.3226	3.1513	29.2712	8.2008
MED13	9969	1531.99	1754.16	1282.69	2097.35	1074.42	1991.23	1130.38	2050.09	1310.42	1414.12	1639.67	1231.49	747.676	2329.74	1265.73	1854.15	1116.6	2299.28	1043.44
MED13L	23389	3808.22	3726.16	3037.99	3976.65	1313.18	1678.9	685.654	2037.11	2570.19	2696.47	1765.5	2029.15	474.768	1280.7	1451.7	1897.47	1097.69	1358.42	1053.57
MED14	9282	1536.42	1547.68	1342.76	1701.16	900.775	1193.97	816.034	1118.69	1421.85	1184.71	1334.98	1276.38	391.766	1208.5	1024.41	1282.31	828.782	1407.41	740.969
MED1	5469	1284.9	1293.09	1299.47	1297.19	783.721	1408.22	776.371	1256.03	1530.39	1242.35	1136.33	994.169	415.671	1500.8	1030.59	1576.89	1007.35	1278.97	812.847
MED15	51586	2096.26	1776.9	2369.26	1684.61	1979.07	1640.55	1822.78	2061.69	1890.74	2118.24	1631.36	2283.97	2425.63	1542.26	2311.45	1821.82	2160.19	2128.43	2603.04
MED16	10025	911.673	934.383	951.413	1287.3	1248.06	1016.99	1969.62	1600.19	1191.75	996.471	1288.99	1000	2510.62	1579.35	1505.33	1157.67	1436.45	1265.23	1441.42
MED17	9440	524.433	468.067	431.095	467.748	493.023	629.589	937.975	820.501	474.674	598.235	710.927	666.472	256.972	587.321	656.239	641.82	740.546	911.589	672.951
MED18	54797	275.125	125.984	252.65	52.6316	365.892	203.836	347.679	461.503	267.728	164.118	198.012	244.315	403.719	417.863	368.855	292.584	390.231	251.493	244.095
MED19	219541	117.278	101.487	124.558	132.173	191.473	205.48	431.224	220.779	142.547	120	271.468	170.262	549.801	351.675	317.979	165.287	263.656	265.83	225.764
MED20	9477	377.651	342.957	350.707	278.195	365.116	438.356	328.692	288.961	406.657	326.471	448.401	367.347	279.548	385.965	437.264	457.205	409.139	292.712	321.28
MED21	9412	782.593	816.273	767.668	876.929	779.07	665.206	472.152	628.479	790.883	668.235	723.702	554.519	470.784	578.549	515.641	639.487	507.878	571.685	481.437
MED22	6837	1246.54	1087.49	1593.64	1003.96	563.566	686.575	623.207	326.067	1085.38	1127.65	482.255	998.251	1353.92	451.356	471.64	775.449	818.277	565.711	886.172
MED23	9439	469.851	476.815	349.823	509.695	465.116	613.699	349.789	479.592	443.56	556.471	636.193	520.117	162.019	611.643	655.552	858.092	664.391	470.729	421.619
MED24	9862	955.928	1094.49	984.982	1428.18	1326.36	1580.27	1392.41	1430.89	998.553	1311.76	1190.63	1075.22	2173.31	2014.35	1546.92	1350.95	1434.87	1152.93	1557.68
MED25	81857	1016.6	754.156	981.449	712.307	1020.15	779.726	794.093	838.126	1067.29	775.294	756.278	868.222	997.344	1205.34	1067.38	732.461	1017.86	794.504	1145.7
MED26	9441	175.549	208.224	149.293	180.451	330.233	226.301	404.219	491.651	164.255	200	251.667	279.883	322.045	249.601	289.103	201.943	345.063	355.436	360.354
MED27	9442	249.309	265.967	280.035	298.773	306.977	311.781	423.207	306.122	290.159	337.647	236.337	311.953	626.826	208.533	298.384	199.944	271.534	229.988	302.948
MED28	80306	438.134	505.687	328.622	670.36	493.023	561.644	700.422	520.408	476.122	462.941	631.083	544.023	409.695	746.013	480.921	496.527	631.828	541.816	588.53
MED29	55588	1403.65	1370.95	1543.29	1405.22	1210.85	1510.14	1667.93	916.512	1395.8	1838.82	1470.4	1518.95	1658.03	1673.44	1201.1	1397.94	1875.53	1131.42	1468.91
MED30	90390	148.995	136.483	96.2898	180.451	97.6744	173.699	242.616	202.69	116.498	171.765	287.437	181.341	418.327	343.7	132.692	140.627	167.542	167.264	244.095
MED31	51003	91.6024	69.9213	126.06	77.8393	153.372	115.797	98.9072	138.984	99.2041	107.971	108.447	128.449	117.915	83.3493	168.639	122.279	129.748	136.255	147.953
MED4	29079	923.474	882.765	958.481	870.202	1086.05	957.808	907.595	1083.02	922.576	911.177	737.115	914.286	1040.5	1420.26	954.967	799.775	942.752	774.193	1112.42
MED6	10001	297.252	326.334	272.085	326.474	315.504	414.795	372.996	463.358	263.386	329.412	359.615	362.682	487.384	388.756	355.105	317.911	356.618	221.028	376.756
MED7	9443	228.656	195.101	271.201	143.253	194.574	185.206	372.574	144.712	261.939	183.529	195.457	247.23	225.764	241.228	185.287	222.937	292.542	182.796	214.669
MED8	112950	618.846	492.563	536.219	387.416	923.256	481.644	667.089	1089.52	551.375	520.588	398.579	497.959	839.973	1078.15	618.082	472.201	512.605	420.55	651.725
MED9	55090	324.544	205.599	378.092	174.119	377.519	324.932	646.835	241.187	335.022	434.706	364.086	363.848	332.669	207.337	413.888	304.581	488.971	449.223	362.766
MEF2A	4205	2763.43	2866.8	3014.41	4029.55	989.992	1588.06	692.924	976.535	2716.07	3118.82	1366.05	1979.46	403.579	1102.91	846.342	1451.41	893.246	1248.08	1131.63
MEF2B	100271849	20.343	5.7568	0	20.4749	24.1705	31.5014	17.7426	24.0213	8.8784	52.1353	18.2235	27.2653	389.542	26.1204	41.791	25.0163	39.3855	37.9809	54.9552
MEF2C	4208	1697.22	1831.15	1689.93	1188.37	371.318	1556.16	321.941	564.007	1564.4	2171.76	870.614	1566.18	1357.9	620.415	409.075	889.084	283.613	418.757	969.628
MEF2D	4209	3935.83	5911.64	4411.66	3521.96	1234.11	3009.32	2183.54	1976.35	3241.68	3842.94	3640.23	3578.43	2285.52	1963.72	1704.37	2187.72	1341.39	2153.52	2088.32
MEFV	4210	17.7024	21.8723	1.7668	7.1231	5.4264	18.0822	5.9072	17.6252	13.7482	5.8824	13.4137	9.9125	33.2005	9.1707	15.813	17.9949	4.7269	24.4922	93.586
MEG3	55384	113.59	116.361	77.7385	205.382	70.5426	106.301	88.1857	118.738	132.417	211.177	403.05	527.114	2116.87	175.837	349.605	386.558	132.878	540.024	753.512
MEG8	79104	0.7376	0	0	0.3957	0	0	0	0	0.7236	0.5882	1.2775	0	0	0	0.3438	1.333	0.5252	0	1.4472
MEGF10	84466	10.3264	6.1242	4.417	13.059	10.0775	8.7671	5.4852	0.9276	12.301	12.9412	5.11	2.9155	0	26.3158	10.3128	10.6637	9.4538	8.9606	6.7536
MEGF11	84465	1.4752	0	1.7668	0.3957	2.3256	1.6438	0.8439	1.3915	0	1.1765	3.8325	1.7493	1.992	0.3987	1.375	2.6659	1.5756	2.3895	3.3768
MEGF6	1953	242.67	146.982	221.731	263.554	643.411	736.986	613.924	546.382	179.45	696.471	1621.78	716.618	741.7	315.391	545.205	809.106	614.496	1863.8	838.897
MEGF8	1954	2343.35	1817.15	2393.99	2183.22	724.031	1295.34	1018.14	804.267	3298.84	1578.82	1246.2	1674.05	1379.81	1665.07	891.028	1736.51	1228.47	809.438	968.663
MEGF9	1955	2448.83	1673.67	2136.04	1432.92	1663.57	1031.78	589.873	672.542	1047.03	1037.06	603.617	851.312	269.588	805.024	555.861	1431.26	984.769	818.399	765.572
MEI1	150365	12.5392	9.6238	1.7668	7.5188	14.7287	40.5479	32.0675	45.9184	9.4067	54.1176	26.1887	76.9679	586.321	110.845	22.3444	14.9958	29.937	14.9343	225.764
MEIG1	644890	0.7376	0	0	0	0	1.0959	0.8439	1.3915	0	0	0	0	0	1.1962	1.375	2.3327	1.5756	0.5974	0.4824
MEIS1	4211	1936.94	1717.41	2120.14	1263.16	1302.33	1042.74	375.527	1102.04	2094.79	1887.65	880.195	1790.67	371.182	567.783	1502.23	893.416	570.378	721.028	946.955
MEIS2	4212	2437.77	2015.75	2735.87	1590.82	302.326	783.562	310.971	455.937	2800.29	1777.65	569.763	1576.68	98.2736	512.759	1646.96	769.451	423.844	281.959	476.613
MEIS3	56917	140.881	184.602	383.392	240.601	71.3178	195.069	77.6371	50.0928	875.543	406.471	149.467	200.583	282.868	76.555	81.8151	160.288	75.105	102.15	208.88
MEIS3P1	4213	761.202	682.415	825.088	655.322	92.2481	740.822	824.894	157.236	848.77	813.529	929.378	639.067	245.684	593.301	554.142	755.455	650.21	833.931	618.439
MELK	9833	1.4752	11.3736	2.6502	5.1444	293.023	386.301	86.0759	183.673	409.551	16.4706	51.7386	18.6589	310.093	372.408	33.001	19.6611	2.1008	1.1947	50.1698
MEMO1	51072	265.484	330.446	274.726	290.942	677.837	497.03	678.751	754.481	336.216	251.459	340.625	313.574	785.817	392.711	580.237	435.111	385.341	408.16	404.837
MEN1	4221	313.48	263.342	298.587	134.943	741.861	643.288	960.338	577.458	333.575	450.588	461.815	516.618	600.93	907.895	895.841	690.473	903.887	514.934	671.021
MEOX1	4222	113.59	231.846	177.562	328.848	73.6434	293.699	81.8565	329.313	157.019	841.177	164.158	314.869	641.434	147.129	323.823	65.6482	88.2353	32.2581	512.793
MEOX2	4223	157.846	189.851	254.417	46.6957	46.5116	193.973	14.346	27.3655	191.028	557.647	38.9636	225.073	64.409	59.4099	119.285	97.6392	13.6555	10.1553	77.1843
MEP1A	4224	0	0	0	0	0	0.5479	2.9536	0	0	0.5882	1.2775	0	0	1.1962	1.0313	2.6659	0.5252	0.5974	0.9648
MEP1B	4225	0.7376	0.8749	0	0	0	0	0.4219	0.4638	0	0	0	0	0	0	0	0.6665	0	0.5974	0
MEPCE	56257	1299.65	1478.57	1145.76	1343.09	1065.89	1127.67	2324.47	1379.87	1035.46	1171.18	2261.81	1816.91	2703.19	1472.89	1379.86	1101.36	1515.76	1558.54	1422.12
MEPE	56955	0	0	0	0	0	0	2.5316	0	0	0	0	0	0	5.1834	0	0	0	0	0
